t	NADH_m	ADP_m	deltaPsi	Ca_m	Ca_c	FBP
2.915	0.998439	1.00088	-1.35946	0.781739	0.0001	5
2.916	0.998439	1.00088	-1.36036	0.781662	0.0001	5
2.917	0.998438	1.00088	-1.36126	0.781586	0.0001	5
2.918	0.998438	1.00088	-1.36216	0.781509	0.0001	5
2.919	0.998437	1.00088	-1.36305	0.781433	0.0001	5
2.92	0.998436	1.00088	-1.36395	0.781356	0.0001	5
2.921	0.998436	1.00088	-1.36485	0.78128	0.0001	5
2.922	0.998435	1.00088	-1.36574	0.781203	0.0001	5
2.923	0.998435	1.00088	-1.36664	0.781127	0.0001	5
2.924	0.998434	1.00088	-1.36753	0.781051	0.0001	5
2.925	0.998434	1.00088	-1.36843	0.780974	0.0001	5
2.926	0.998433	1.00088	-1.36932	0.780898	0.0001	5
2.927	0.998433	1.00088	-1.37021	0.780821	0.0001	5
2.928	0.998432	1.00088	-1.37111	0.780745	0.0001	5
2.929	0.998432	1.00088	-1.372	0.780669	0.0001	5
2.93	0.998431	1.00088	-1.37289	0.780592	0.0001	5
2.931	0.998431	1.00088	-1.37378	0.780516	0.0001	5
2.932	0.99843	1.00088	-1.37467	0.78044	0.0001	5
2.933	0.998429	1.00088	-1.37556	0.780363	0.0001	5
2.934	0.998429	1.00088	-1.37645	0.780287	0.0001	5
2.935	0.998428	1.00088	-1.37734	0.780211	0.0001	5
2.936	0.998428	1.00088	-1.37823	0.780134	0.0001	5
2.937	0.998427	1.00088	-1.37912	0.780058	0.0001	5
2.938	0.998427	1.00088	-1.38001	0.779982	0.0001	5
2.939	0.998426	1.00088	-1.38089	0.779905	0.0001	5
2.94	0.998426	1.00088	-1.38178	0.779829	0.0001	5
2.941	0.998425	1.00088	-1.38267	0.779753	0.0001	5
2.942	0.998425	1.00088	-1.38355	0.779677	0.0001	5
2.943	0.998424	1.00088	-1.38444	0.7796	0.0001	5
2.944	0.998424	1.00088	-1.38533	0.779524	0.0001	5
2.945	0.998423	1.00089	-1.38621	0.779448	0.0001	5
2.946	0.998423	1.00089	-1.38709	0.779372	0.0001	5
2.947	0.998422	1.00089	-1.38798	0.779295	0.0001	5
2.948	0.998421	1.00089	-1.38886	0.779219	0.0001	5
2.949	0.998421	1.00089	-1.38974	0.779143	0.0001	5
2.95	0.99842	1.00089	-1.39063	0.779067	0.0001	5
2.951	0.99842	1.00089	-1.39151	0.778991	0.0001	5
2.952	0.998419	1.00089	-1.39239	0.778914	0.0001	5
2.953	0.998419	1.00089	-1.39327	0.778838	0.0001	5
2.954	0.998418	1.00089	-1.39415	0.778762	0.0001	5
2.955	0.998418	1.00089	-1.39503	0.778686	0.0001	5
2.956	0.998417	1.00089	-1.39591	0.77861	0.0001	5
2.957	0.998417	1.00089	-1.39679	0.778534	0.0001	5
2.958	0.998416	1.00089	-1.39767	0.778457	0.0001	5
2.959	0.998416	1.00089	-1.39855	0.778381	0.0001	5
2.96	0.998415	1.00089	-1.39942	0.778305	0.0001	5
2.961	0.998415	1.00089	-1.4003	0.778229	0.0001	5
2.962	0.998414	1.00089	-1.40118	0.778153	0.0001	5
2.963	0.998413	1.00089	-1.40205	0.778077	0.0001	5
2.964	0.998413	1.00089	-1.40293	0.778001	0.0001	5
2.965	0.998412	1.00089	-1.4038	0.777925	0.0001	5
2.966	0.998412	1.00089	-1.40468	0.777849	0.0001	5
2.967	0.998411	1.00089	-1.40555	0.777773	0.0001	5
2.968	0.998411	1.00089	-1.40643	0.777697	0.0001	5
2.969	0.99841	1.00089	-1.4073	0.777621	0.0001	5
2.97	0.99841	1.00089	-1.40817	0.777545	0.0001	5
2.971	0.998409	1.00089	-1.40905	0.777469	0.0001	5
2.972	0.998409	1.00089	-1.40992	0.777393	0.0001	5
2.973	0.998408	1.00089	-1.41079	0.777317	0.0001	5
2.974	0.998408	1.00089	-1.41166	0.777241	0.0001	5
2.975	0.998407	1.00089	-1.41253	0.777165	0.0001	5
2.976	0.998406	1.00089	-1.4134	0.777089	0.0001	5
2.977	0.998406	1.00089	-1.41427	0.777013	0.0001	5
2.978	0.998405	1.0009	-1.41514	0.776937	0.0001	5
2.979	0.998405	1.0009	-1.41601	0.776861	0.0001	5
2.98	0.998404	1.0009	-1.41688	0.776785	0.0001	5
2.981	0.998404	1.0009	-1.41774	0.776709	0.0001	5
2.982	0.998403	1.0009	-1.41861	0.776633	0.0001	5
2.983	0.998403	1.0009	-1.41948	0.776557	0.0001	5
2.984	0.998402	1.0009	-1.42034	0.776481	0.0001	5
2.985	0.998402	1.0009	-1.42121	0.776405	0.0001	5
2.986	0.998401	1.0009	-1.42207	0.776329	0.0001	5
2.987	0.998401	1.0009	-1.42294	0.776253	0.0001	5
2.988	0.9984	1.0009	-1.4238	0.776178	0.0001	5
2.989	0.9984	1.0009	-1.42467	0.776102	0.0001	5
2.99	0.998399	1.0009	-1.42553	0.776026	0.0001	5
2.991	0.998398	1.0009	-1.42639	0.77595	0.0001	5
2.992	0.998398	1.0009	-1.42726	0.775874	0.0001	5
2.993	0.998397	1.0009	-1.42812	0.775798	0.0001	5
2.994	0.998397	1.0009	-1.42898	0.775722	0.0001	5
2.995	0.998396	1.0009	-1.42984	0.775647	0.0001	5
2.996	0.998396	1.0009	-1.4307	0.775571	0.0001	5
2.997	0.998395	1.0009	-1.43156	0.775495	0.0001	5
2.998	0.998395	1.0009	-1.43242	0.775419	0.0001	5
2.999	0.998394	1.0009	-1.43328	0.775343	0.0001	5
3	0.998394	1.0009	-1.43414	0.775268	0.0001	5
3.001	0.998393	1.0009	-1.43207	0.775245	0.0006	5
3.002	0.998393	1.0009	-1.42942	0.775232	0.0006	5
3.003	0.998392	1.0009	-1.42677	0.775219	0.0006	5
3.004	0.998391	1.0009	-1.42413	0.775207	0.0006	5
3.005	0.998391	1.0009	-1.42148	0.775194	0.0006	5
3.006	0.99839	1.0009	-1.41883	0.775181	0.0006	5
3.007	0.99839	1.0009	-1.41618	0.775169	0.0006	5
3.008	0.998389	1.0009	-1.41353	0.775156	0.0006	5
3.009	0.998389	1.0009	-1.41088	0.775144	0.0006	5
3.01	0.998388	1.0009	-1.40823	0.775131	0.0006	5
3.011	0.998388	1.0009	-1.40558	0.775118	0.0006	5
3.012	0.998387	1.00091	-1.40293	0.775106	0.0006	5
3.013	0.998387	1.00091	-1.40028	0.775093	0.0006	5
3.014	0.998386	1.00091	-1.39763	0.77508	0.0006	5
3.015	0.998386	1.00091	-1.39498	0.775068	0.0006	5
3.016	0.998385	1.00091	-1.39234	0.775055	0.0006	5
3.017	0.998385	1.00091	-1.38969	0.775042	0.0006	5
3.018	0.998384	1.00091	-1.38704	0.77503	0.0006	5
3.019	0.998383	1.00091	-1.38439	0.775017	0.0006	5
3.02	0.998383	1.00091	-1.38174	0.775005	0.0006	5
3.021	0.998382	1.00091	-1.37909	0.774992	0.0006	5
3.022	0.998382	1.00091	-1.37644	0.774979	0.0006	5
3.023	0.998381	1.00091	-1.37379	0.774967	0.0006	5
3.024	0.998381	1.00091	-1.37114	0.774954	0.0006	5
3.025	0.99838	1.00091	-1.3685	0.774941	0.0006	5
3.026	0.99838	1.00091	-1.36585	0.774929	0.0006	5
3.027	0.998379	1.00091	-1.3632	0.774916	0.0006	5
3.028	0.998379	1.00091	-1.36055	0.774903	0.0006	5
3.029	0.998378	1.00091	-1.3579	0.774891	0.0006	5
3.03	0.998378	1.00091	-1.35525	0.774878	0.0006	5
3.031	0.998377	1.00091	-1.3526	0.774866	0.0006	5
3.032	0.998376	1.00091	-1.34995	0.774853	0.0006	5
3.033	0.998376	1.00091	-1.34731	0.77484	0.0006	5
3.034	0.998375	1.00091	-1.34466	0.774828	0.0006	5
3.035	0.998375	1.00091	-1.34201	0.774815	0.0006	5
3.036	0.998374	1.00091	-1.33936	0.774802	0.0006	5
3.037	0.998374	1.00091	-1.33671	0.77479	0.0006	5
3.038	0.998373	1.00091	-1.33406	0.774777	0.0006	5
3.039	0.998373	1.00091	-1.33142	0.774764	0.0006	5
3.04	0.998372	1.00091	-1.32877	0.774752	0.0006	5
3.041	0.998372	1.00091	-1.32612	0.774739	0.0006	5
3.042	0.998371	1.00091	-1.32347	0.774727	0.0006	5
3.043	0.998371	1.00091	-1.32082	0.774714	0.0006	5
3.044	0.99837	1.00091	-1.31817	0.774701	0.0006	5
3.045	0.99837	1.00092	-1.31552	0.774689	0.0006	5
3.046	0.998369	1.00092	-1.31288	0.774676	0.0006	5
3.047	0.998368	1.00092	-1.31023	0.774663	0.0006	5
3.048	0.998368	1.00092	-1.30758	0.774651	0.0006	5
3.049	0.998367	1.00092	-1.30493	0.774638	0.0006	5
3.05	0.998367	1.00092	-1.30228	0.774625	0.0006	5
3.051	0.998366	1.00092	-1.29964	0.774613	0.0006	5
3.052	0.998366	1.00092	-1.29699	0.7746	0.0006	5
3.053	0.998365	1.00092	-1.29434	0.774587	0.0006	5
3.054	0.998365	1.00092	-1.29169	0.774575	0.0006	5
3.055	0.998364	1.00092	-1.28904	0.774562	0.0006	5
3.056	0.998364	1.00092	-1.28639	0.77455	0.0006	5
3.057	0.998363	1.00092	-1.28375	0.774537	0.0006	5
3.058	0.998363	1.00092	-1.2811	0.774524	0.0006	5
3.059	0.998362	1.00092	-1.27845	0.774512	0.0006	5
3.06	0.998362	1.00092	-1.2758	0.774499	0.0006	5
3.061	0.998361	1.00092	-1.27315	0.774486	0.0006	5
3.062	0.99836	1.00092	-1.27051	0.774474	0.0006	5
3.063	0.99836	1.00092	-1.26786	0.774461	0.0006	5
3.064	0.998359	1.00092	-1.26521	0.774448	0.0006	5
3.065	0.998359	1.00092	-1.26256	0.774436	0.0006	5
3.066	0.998358	1.00092	-1.25992	0.774423	0.0006	5
3.067	0.998358	1.00092	-1.25727	0.77441	0.0006	5
3.068	0.998357	1.00092	-1.25462	0.774398	0.0006	5
3.069	0.998357	1.00092	-1.25197	0.774385	0.0006	5
3.07	0.998356	1.00092	-1.24932	0.774372	0.0006	5
3.071	0.998356	1.00092	-1.24668	0.77436	0.0006	5
3.072	0.998355	1.00092	-1.24403	0.774347	0.0006	5
3.073	0.998355	1.00092	-1.24138	0.774334	0.0006	5
3.074	0.998354	1.00092	-1.23873	0.774322	0.0006	5
3.075	0.998353	1.00092	-1.23609	0.774309	0.0006	5
3.076	0.998353	1.00092	-1.23344	0.774297	0.0006	5
3.077	0.998352	1.00092	-1.23079	0.774284	0.0006	5
3.078	0.998352	1.00092	-1.22814	0.774271	0.0006	5
3.079	0.998351	1.00093	-1.2255	0.774259	0.0006	5
3.08	0.998351	1.00093	-1.22285	0.774246	0.0006	5
3.081	0.99835	1.00093	-1.2202	0.774233	0.0006	5
3.082	0.99835	1.00093	-1.21755	0.774221	0.0006	5
3.083	0.998349	1.00093	-1.21491	0.774208	0.0006	5
3.084	0.998349	1.00093	-1.21226	0.774195	0.0006	5
3.085	0.998348	1.00093	-1.20961	0.774183	0.0006	5
3.086	0.998348	1.00093	-1.20696	0.77417	0.0006	5
3.087	0.998347	1.00093	-1.20432	0.774157	0.0006	5
3.088	0.998347	1.00093	-1.20167	0.774145	0.0006	5
3.089	0.998346	1.00093	-1.19902	0.774132	0.0006	5
3.09	0.998345	1.00093	-1.19637	0.774119	0.0006	5
3.091	0.998345	1.00093	-1.19373	0.774107	0.0006	5
3.092	0.998344	1.00093	-1.19108	0.774094	0.0006	5
3.093	0.998344	1.00093	-1.18843	0.774081	0.0006	5
3.094	0.998343	1.00093	-1.18579	0.774069	0.0006	5
3.095	0.998343	1.00093	-1.18314	0.774056	0.0006	5
3.096	0.998342	1.00093	-1.18049	0.774043	0.0006	5
3.097	0.998342	1.00093	-1.17784	0.774031	0.0006	5
3.098	0.998341	1.00093	-1.1752	0.774018	0.0006	5
3.099	0.998341	1.00093	-1.17255	0.774005	0.0006	5
3.1	0.99834	1.00093	-1.1699	0.773993	0.0006	5
3.101	0.99834	1.00093	-1.16726	0.77398	0.0006	5
3.102	0.998339	1.00093	-1.16461	0.773967	0.0006	5
3.103	0.998338	1.00093	-1.16196	0.773955	0.0006	5
3.104	0.998338	1.00093	-1.15932	0.773942	0.0006	5
3.105	0.998337	1.00093	-1.15667	0.773929	0.0006	5
3.106	0.998337	1.00093	-1.15402	0.773917	0.0006	5
3.107	0.998336	1.00093	-1.15138	0.773904	0.0006	5
3.108	0.998336	1.00093	-1.14873	0.773891	0.0006	5
3.109	0.998335	1.00093	-1.14608	0.773879	0.0006	5
3.11	0.998335	1.00093	-1.14343	0.773866	0.0006	5
3.111	0.998334	1.00093	-1.14079	0.773853	0.0006	5
3.112	0.998334	1.00094	-1.13814	0.773841	0.0006	5
3.113	0.998333	1.00094	-1.13549	0.773828	0.0006	5
3.114	0.998333	1.00094	-1.13285	0.773815	0.0006	5
3.115	0.998332	1.00094	-1.1302	0.773803	0.0006	5
3.116	0.998332	1.00094	-1.12755	0.77379	0.0006	5
3.117	0.998331	1.00094	-1.12491	0.773777	0.0006	5
3.118	0.99833	1.00094	-1.12226	0.773765	0.0006	5
3.119	0.99833	1.00094	-1.11961	0.773752	0.0006	5
3.12	0.998329	1.00094	-1.11697	0.773739	0.0006	5
3.121	0.998329	1.00094	-1.11432	0.773727	0.0006	5
3.122	0.998328	1.00094	-1.11168	0.773714	0.0006	5
3.123	0.998328	1.00094	-1.10903	0.773701	0.0006	5
3.124	0.998327	1.00094	-1.10638	0.773689	0.0006	5
3.125	0.998327	1.00094	-1.10374	0.773676	0.0006	5
3.126	0.998326	1.00094	-1.10109	0.773663	0.0006	5
3.127	0.998326	1.00094	-1.09844	0.773651	0.0006	5
3.128	0.998325	1.00094	-1.0958	0.773638	0.0006	5
3.129	0.998325	1.00094	-1.09315	0.773625	0.0006	5
3.13	0.998324	1.00094	-1.0905	0.773613	0.0006	5
3.131	0.998323	1.00094	-1.08786	0.7736	0.0006	5
3.132	0.998323	1.00094	-1.08521	0.773587	0.0006	5
3.133	0.998322	1.00094	-1.08257	0.773575	0.0006	5
3.134	0.998322	1.00094	-1.07992	0.773562	0.0006	5
3.135	0.998321	1.00094	-1.07727	0.773549	0.0006	5
3.136	0.998321	1.00094	-1.07463	0.773537	0.0006	5
3.137	0.99832	1.00094	-1.07198	0.773524	0.0006	5
3.138	0.99832	1.00094	-1.06933	0.773511	0.0006	5
3.139	0.998319	1.00094	-1.06669	0.773499	0.0006	5
3.14	0.998319	1.00094	-1.06404	0.773486	0.0006	5
3.141	0.998318	1.00094	-1.0614	0.773473	0.0006	5
3.142	0.998318	1.00094	-1.05875	0.773461	0.0006	5
3.143	0.998317	1.00094	-1.0561	0.773448	0.0006	5
3.144	0.998317	1.00094	-1.05346	0.773435	0.0006	5
3.145	0.998316	1.00094	-1.05081	0.773423	0.0006	5
3.146	0.998315	1.00095	-1.04817	0.77341	0.0006	5
3.147	0.998315	1.00095	-1.04552	0.773397	0.0006	5
3.148	0.998314	1.00095	-1.04287	0.773385	0.0006	5
3.149	0.998314	1.00095	-1.04023	0.773372	0.0006	5
3.15	0.998313	1.00095	-1.03758	0.773359	0.0006	5
3.151	0.998313	1.00095	-1.03494	0.773347	0.0006	5
3.152	0.998312	1.00095	-1.03229	0.773334	0.0006	5
3.153	0.998312	1.00095	-1.02965	0.773321	0.0006	5
3.154	0.998311	1.00095	-1.027	0.773309	0.0006	5
3.155	0.998311	1.00095	-1.02435	0.773296	0.0006	5
3.156	0.99831	1.00095	-1.02171	0.773283	0.0006	5
3.157	0.99831	1.00095	-1.01906	0.773271	0.0006	5
3.158	0.998309	1.00095	-1.01642	0.773258	0.0006	5
3.159	0.998308	1.00095	-1.01377	0.773245	0.0006	5
3.16	0.998308	1.00095	-1.01113	0.773233	0.0006	5
3.161	0.998307	1.00095	-1.00848	0.77322	0.0006	5
3.162	0.998307	1.00095	-1.00583	0.773207	0.0006	5
3.163	0.998306	1.00095	-1.00319	0.773194	0.0006	5
3.164	0.998306	1.00095	-1.00054	0.773182	0.0006	5
3.165	0.998305	1.00095	-0.997898	0.773169	0.0006	5
3.166	0.998305	1.00095	-0.995253	0.773156	0.0006	5
3.167	0.998304	1.00095	-0.992607	0.773144	0.0006	5
3.168	0.998304	1.00095	-0.989962	0.773131	0.0006	5
3.169	0.998303	1.00095	-0.987316	0.773118	0.0006	5
3.17	0.998303	1.00095	-0.984671	0.773106	0.0006	5
3.171	0.998302	1.00095	-0.982026	0.773093	0.0006	5
3.172	0.998302	1.00095	-0.97938	0.77308	0.0006	5
3.173	0.998301	1.00095	-0.976735	0.773068	0.0006	5
3.174	0.9983	1.00095	-0.97409	0.773055	0.0006	5
3.175	0.9983	1.00095	-0.971444	0.773042	0.0006	5
3.176	0.998299	1.00095	-0.968799	0.77303	0.0006	5
3.177	0.998299	1.00095	-0.966154	0.773017	0.0006	5
3.178	0.998298	1.00095	-0.963509	0.773004	0.0006	5
3.179	0.998298	1.00096	-0.960864	0.772992	0.0006	5
3.18	0.998297	1.00096	-0.958219	0.772979	0.0006	5
3.181	0.998297	1.00096	-0.955574	0.772966	0.0006	5
3.182	0.998296	1.00096	-0.952928	0.772953	0.0006	5
3.183	0.998296	1.00096	-0.950283	0.772941	0.0006	5
3.184	0.998295	1.00096	-0.947638	0.772928	0.0006	5
3.185	0.998295	1.00096	-0.944993	0.772915	0.0006	5
3.186	0.998294	1.00096	-0.942348	0.772903	0.0006	5
3.187	0.998294	1.00096	-0.939703	0.77289	0.0006	5
3.188	0.998293	1.00096	-0.937058	0.772877	0.0006	5
3.189	0.998292	1.00096	-0.934414	0.772865	0.0006	5
3.19	0.998292	1.00096	-0.931769	0.772852	0.0006	5
3.191	0.998291	1.00096	-0.929124	0.772839	0.0006	5
3.192	0.998291	1.00096	-0.926479	0.772827	0.0006	5
3.193	0.99829	1.00096	-0.923834	0.772814	0.0006	5
3.194	0.99829	1.00096	-0.921189	0.772801	0.0006	5
3.195	0.998289	1.00096	-0.918545	0.772789	0.0006	5
3.196	0.998289	1.00096	-0.9159	0.772776	0.0006	5
3.197	0.998288	1.00096	-0.913255	0.772763	0.0006	5
3.198	0.998288	1.00096	-0.91061	0.77275	0.0006	5
3.199	0.998287	1.00096	-0.907966	0.772738	0.0006	5
3.2	0.998287	1.00096	-0.905321	0.772725	0.0006	5
3.201	0.998286	1.00096	-0.902676	0.772712	0.0006	5
3.202	0.998285	1.00096	-0.900032	0.7727	0.0006	5
3.203	0.998285	1.00096	-0.897387	0.772687	0.0006	5
3.204	0.998284	1.00096	-0.894743	0.772674	0.0006	5
3.205	0.998284	1.00096	-0.892098	0.772662	0.0006	5
3.206	0.998283	1.00096	-0.889454	0.772649	0.0006	5
3.207	0.998283	1.00096	-0.886809	0.772636	0.0006	5
3.208	0.998282	1.00096	-0.884165	0.772623	0.0006	5
3.209	0.998282	1.00096	-0.88152	0.772611	0.0006	5
3.21	0.998281	1.00096	-0.878876	0.772598	0.0006	5
3.211	0.998281	1.00096	-0.876231	0.772585	0.0006	5
3.212	0.99828	1.00097	-0.873587	0.772573	0.0006	5
3.213	0.99828	1.00097	-0.870943	0.77256	0.0006	5
3.214	0.998279	1.00097	-0.868298	0.772547	0.0006	5
3.215	0.998279	1.00097	-0.865654	0.772535	0.0006	5
3.216	0.998278	1.00097	-0.86301	0.772522	0.0006	5
3.217	0.998277	1.00097	-0.860366	0.772509	0.0006	5
3.218	0.998277	1.00097	-0.857721	0.772497	0.0006	5
3.219	0.998276	1.00097	-0.855077	0.772484	0.0006	5
3.22	0.998276	1.00097	-0.852433	0.772471	0.0006	5
3.221	0.998275	1.00097	-0.849789	0.772458	0.0006	5
3.222	0.998275	1.00097	-0.847145	0.772446	0.0006	5
3.223	0.998274	1.00097	-0.844501	0.772433	0.0006	5
3.224	0.998274	1.00097	-0.841856	0.77242	0.0006	5
3.225	0.998273	1.00097	-0.839212	0.772408	0.0006	5
3.226	0.998273	1.00097	-0.836568	0.772395	0.0006	5
3.227	0.998272	1.00097	-0.833924	0.772382	0.0006	5
3.228	0.998272	1.00097	-0.83128	0.77237	0.0006	5
3.229	0.998271	1.00097	-0.828636	0.772357	0.0006	5
3.23	0.99827	1.00097	-0.825992	0.772344	0.0006	5
3.231	0.99827	1.00097	-0.823349	0.772331	0.0006	5
3.232	0.998269	1.00097	-0.820705	0.772319	0.0006	5
3.233	0.998269	1.00097	-0.818061	0.772306	0.0006	5
3.234	0.998268	1.00097	-0.815417	0.772293	0.0006	5
3.235	0.998268	1.00097	-0.812773	0.772281	0.0006	5
3.236	0.998267	1.00097	-0.810129	0.772268	0.0006	5
3.237	0.998267	1.00097	-0.807486	0.772255	0.0006	5
3.238	0.998266	1.00097	-0.804842	0.772242	0.0006	5
3.239	0.998266	1.00097	-0.802198	0.77223	0.0006	5
3.24	0.998265	1.00097	-0.799554	0.772217	0.0006	5
3.241	0.998265	1.00097	-0.796911	0.772204	0.0006	5
3.242	0.998264	1.00097	-0.794267	0.772192	0.0006	5
3.243	0.998264	1.00097	-0.791623	0.772179	0.0006	5
3.244	0.998263	1.00097	-0.78898	0.772166	0.0006	5
3.245	0.998262	1.00098	-0.786336	0.772154	0.0006	5
3.246	0.998262	1.00098	-0.783693	0.772141	0.0006	5
3.247	0.998261	1.00098	-0.781049	0.772128	0.0006	5
3.248	0.998261	1.00098	-0.778406	0.772115	0.0006	5
3.249	0.99826	1.00098	-0.775762	0.772103	0.0006	5
3.25	0.99826	1.00098	-0.773119	0.77209	0.0006	5
3.251	0.998259	1.00098	-0.770475	0.772077	0.0006	5
3.252	0.998259	1.00098	-0.767832	0.772065	0.0006	5
3.253	0.998258	1.00098	-0.765188	0.772052	0.0006	5
3.254	0.998258	1.00098	-0.762545	0.772039	0.0006	5
3.255	0.998257	1.00098	-0.759902	0.772026	0.0006	5
3.256	0.998257	1.00098	-0.757258	0.772014	0.0006	5
3.257	0.998256	1.00098	-0.754615	0.772001	0.0006	5
3.258	0.998255	1.00098	-0.751972	0.771988	0.0006	5
3.259	0.998255	1.00098	-0.749328	0.771976	0.0006	5
3.26	0.998254	1.00098	-0.746685	0.771963	0.0006	5
3.261	0.998254	1.00098	-0.744042	0.77195	0.0006	5
3.262	0.998253	1.00098	-0.741399	0.771937	0.0006	5
3.263	0.998253	1.00098	-0.738756	0.771925	0.0006	5
3.264	0.998252	1.00098	-0.736112	0.771912	0.0006	5
3.265	0.998252	1.00098	-0.733469	0.771899	0.0006	5
3.266	0.998251	1.00098	-0.730826	0.771887	0.0006	5
3.267	0.998251	1.00098	-0.728183	0.771874	0.0006	5
3.268	0.99825	1.00098	-0.72554	0.771861	0.0006	5
3.269	0.99825	1.00098	-0.722897	0.771848	0.0006	5
3.27	0.998249	1.00098	-0.720254	0.771836	0.0006	5
3.271	0.998249	1.00098	-0.717611	0.771823	0.0006	5
3.272	0.998248	1.00098	-0.714968	0.77181	0.0006	5
3.273	0.998247	1.00098	-0.712325	0.771798	0.0006	5
3.274	0.998247	1.00098	-0.709682	0.771785	0.0006	5
3.275	0.998246	1.00098	-0.70704	0.771772	0.0006	5
3.276	0.998246	1.00098	-0.704397	0.771759	0.0006	5
3.277	0.998245	1.00098	-0.701754	0.771747	0.0006	5
3.278	0.998245	1.00099	-0.699111	0.771734	0.0006	5
3.279	0.998244	1.00099	-0.696468	0.771721	0.0006	5
3.28	0.998244	1.00099	-0.693825	0.771709	0.0006	5
3.281	0.998243	1.00099	-0.691183	0.771696	0.0006	5
3.282	0.998243	1.00099	-0.68854	0.771683	0.0006	5
3.283	0.998242	1.00099	-0.685897	0.77167	0.0006	5
3.284	0.998242	1.00099	-0.683255	0.771658	0.0006	5
3.285	0.998241	1.00099	-0.680612	0.771645	0.0006	5
3.286	0.99824	1.00099	-0.677969	0.771632	0.0006	5
3.287	0.99824	1.00099	-0.675327	0.771619	0.0006	5
3.288	0.998239	1.00099	-0.672684	0.771607	0.0006	5
3.289	0.998239	1.00099	-0.670042	0.771594	0.0006	5
3.29	0.998238	1.00099	-0.667399	0.771581	0.0006	5
3.291	0.998238	1.00099	-0.664757	0.771569	0.0006	5
3.292	0.998237	1.00099	-0.662114	0.771556	0.0006	5
3.293	0.998237	1.00099	-0.659472	0.771543	0.0006	5
3.294	0.998236	1.00099	-0.656829	0.77153	0.0006	5
3.295	0.998236	1.00099	-0.654187	0.771518	0.0006	5
3.296	0.998235	1.00099	-0.651545	0.771505	0.0006	5
3.297	0.998235	1.00099	-0.648902	0.771492	0.0006	5
3.298	0.998234	1.00099	-0.64626	0.77148	0.0006	5
3.299	0.998234	1.00099	-0.643618	0.771467	0.0006	5
3.3	0.998233	1.00099	-0.640975	0.771454	0.0006	5
3.301	0.998232	1.00099	-0.638333	0.771441	0.0006	5
3.302	0.998232	1.00099	-0.635691	0.771429	0.0006	5
3.303	0.998231	1.00099	-0.633049	0.771416	0.0006	5
3.304	0.998231	1.00099	-0.630406	0.771403	0.0006	5
3.305	0.99823	1.00099	-0.627764	0.77139	0.0006	5
3.306	0.99823	1.00099	-0.625122	0.771378	0.0006	5
3.307	0.998229	1.00099	-0.62248	0.771365	0.0006	5
3.308	0.998229	1.00099	-0.619838	0.771352	0.0006	5
3.309	0.998228	1.00099	-0.617196	0.77134	0.0006	5
3.31	0.998228	1.00099	-0.614554	0.771327	0.0006	5
3.311	0.998227	1.001	-0.611912	0.771314	0.0006	5
3.312	0.998227	1.001	-0.60927	0.771301	0.0006	5
3.313	0.998226	1.001	-0.606628	0.771289	0.0006	5
3.314	0.998226	1.001	-0.603986	0.771276	0.0006	5
3.315	0.998225	1.001	-0.601344	0.771263	0.0006	5
3.316	0.998224	1.001	-0.598702	0.77125	0.0006	5
3.317	0.998224	1.001	-0.59606	0.771238	0.0006	5
3.318	0.998223	1.001	-0.593418	0.771225	0.0006	5
3.319	0.998223	1.001	-0.590776	0.771212	0.0006	5
3.32	0.998222	1.001	-0.588135	0.771199	0.0006	5
3.321	0.998222	1.001	-0.585493	0.771187	0.0006	5
3.322	0.998221	1.001	-0.582851	0.771174	0.0006	5
3.323	0.998221	1.001	-0.580209	0.771161	0.0006	5
3.324	0.99822	1.001	-0.577567	0.771149	0.0006	5
3.325	0.99822	1.001	-0.574926	0.771136	0.0006	5
3.326	0.998219	1.001	-0.572284	0.771123	0.0006	5
3.327	0.998219	1.001	-0.569642	0.77111	0.0006	5
3.328	0.998218	1.001	-0.567001	0.771098	0.0006	5
3.329	0.998217	1.001	-0.564359	0.771085	0.0006	5
3.33	0.998217	1.001	-0.561718	0.771072	0.0006	5
3.331	0.998216	1.001	-0.559076	0.771059	0.0006	5
3.332	0.998216	1.001	-0.556435	0.771047	0.0006	5
3.333	0.998215	1.001	-0.553793	0.771034	0.0006	5
3.334	0.998215	1.001	-0.551152	0.771021	0.0006	5
3.335	0.998214	1.001	-0.54851	0.771008	0.0006	5
3.336	0.998214	1.001	-0.545869	0.770996	0.0006	5
3.337	0.998213	1.001	-0.543227	0.770983	0.0006	5
3.338	0.998213	1.001	-0.540586	0.77097	0.0006	5
3.339	0.998212	1.001	-0.537945	0.770957	0.0006	5
3.34	0.998212	1.001	-0.535303	0.770945	0.0006	5
3.341	0.998211	1.001	-0.532662	0.770932	0.0006	5
3.342	0.998211	1.001	-0.530021	0.770919	0.0006	5
3.343	0.99821	1.001	-0.527379	0.770907	0.0006	5
3.344	0.998209	1.00101	-0.524738	0.770894	0.0006	5
3.345	0.998209	1.00101	-0.522097	0.770881	0.0006	5
3.346	0.998208	1.00101	-0.519456	0.770868	0.0006	5
3.347	0.998208	1.00101	-0.516815	0.770856	0.0006	5
3.348	0.998207	1.00101	-0.514173	0.770843	0.0006	5
3.349	0.998207	1.00101	-0.511532	0.77083	0.0006	5
3.35	0.998206	1.00101	-0.508891	0.770817	0.0006	5
3.351	0.998206	1.00101	-0.50625	0.770805	0.0006	5
