t	NADH_m	ADP_m	deltaPsi	Ca_m	Ca_c	FBP
2.479	0.998673	1.00075	-0.999503	0.814512	0.0006	5
2.48	0.998672	1.00075	-0.996895	0.814499	0.0006	5
2.481	0.998672	1.00075	-0.994287	0.814485	0.0006	5
2.482	0.998671	1.00075	-0.991679	0.814472	0.0006	5
2.483	0.99867	1.00075	-0.989072	0.814458	0.0006	5
2.484	0.99867	1.00075	-0.986464	0.814445	0.0006	5
2.485	0.998669	1.00075	-0.983856	0.814432	0.0006	5
2.486	0.998669	1.00075	-0.981248	0.814418	0.0006	5
2.487	0.998668	1.00075	-0.97864	0.814405	0.0006	5
2.488	0.998668	1.00075	-0.976033	0.814392	0.0006	5
2.489	0.998667	1.00075	-0.973425	0.814378	0.0006	5
2.49	0.998667	1.00075	-0.970817	0.814365	0.0006	5
2.491	0.998666	1.00075	-0.96821	0.814352	0.0006	5
2.492	0.998666	1.00075	-0.965602	0.814338	0.0006	5
2.493	0.998665	1.00075	-0.962994	0.814325	0.0006	5
2.494	0.998665	1.00075	-0.960387	0.814311	0.0006	5
2.495	0.998664	1.00075	-0.957779	0.814298	0.0006	5
2.496	0.998663	1.00075	-0.955172	0.814285	0.0006	5
2.497	0.998663	1.00075	-0.952564	0.814271	0.0006	5
2.498	0.998662	1.00075	-0.949957	0.814258	0.0006	5
2.499	0.998662	1.00075	-0.947349	0.814245	0.0006	5
2.5	0.998661	1.00075	-0.944742	0.814231	0.0006	5
2.501	0.998661	1.00075	-0.945228	0.814162	0.0001	5
2.502	0.99866	1.00075	-0.946333	0.814082	0.0001	5
2.503	0.99866	1.00075	-0.947438	0.814002	0.0001	5
2.504	0.998659	1.00075	-0.948542	0.813922	0.0001	5
2.505	0.998659	1.00075	-0.949645	0.813842	0.0001	5
2.506	0.998658	1.00075	-0.950748	0.813761	0.0001	5
2.507	0.998658	1.00075	-0.95185	0.813681	0.0001	5
2.508	0.998657	1.00075	-0.952952	0.813601	0.0001	5
2.509	0.998657	1.00075	-0.954053	0.813521	0.0001	5
2.51	0.998656	1.00075	-0.955154	0.813441	0.0001	5
2.511	0.998655	1.00076	-0.956254	0.813361	0.0001	5
2.512	0.998655	1.00076	-0.957354	0.813281	0.0001	5
2.513	0.998654	1.00076	-0.958453	0.813201	0.0001	5
2.514	0.998654	1.00076	-0.959552	0.81312	0.0001	5
2.515	0.998653	1.00076	-0.96065	0.81304	0.0001	5
2.516	0.998653	1.00076	-0.961748	0.81296	0.0001	5
2.517	0.998652	1.00076	-0.962845	0.81288	0.0001	5
2.518	0.998652	1.00076	-0.963942	0.8128	0.0001	5
2.519	0.998651	1.00076	-0.965038	0.81272	0.0001	5
2.52	0.998651	1.00076	-0.966134	0.81264	0.0001	5
2.521	0.99865	1.00076	-0.967229	0.81256	0.0001	5
2.522	0.99865	1.00076	-0.968323	0.81248	0.0001	5
2.523	0.998649	1.00076	-0.969417	0.8124	0.0001	5
2.524	0.998648	1.00076	-0.970511	0.81232	0.0001	5
2.525	0.998648	1.00076	-0.971604	0.81224	0.0001	5
2.526	0.998647	1.00076	-0.972696	0.81216	0.0001	5
2.527	0.998647	1.00076	-0.973788	0.81208	0.0001	5
2.528	0.998646	1.00076	-0.97488	0.812	0.0001	5
2.529	0.998646	1.00076	-0.975971	0.81192	0.0001	5
2.53	0.998645	1.00076	-0.977061	0.81184	0.0001	5
2.531	0.998645	1.00076	-0.978151	0.811761	0.0001	5
2.532	0.998644	1.00076	-0.97924	0.811681	0.0001	5
2.533	0.998644	1.00076	-0.980329	0.811601	0.0001	5
2.534	0.998643	1.00076	-0.981418	0.811521	0.0001	5
2.535	0.998643	1.00076	-0.982506	0.811441	0.0001	5
2.536	0.998642	1.00076	-0.983593	0.811361	0.0001	5
2.537	0.998642	1.00076	-0.98468	0.811281	0.0001	5
2.538	0.998641	1.00076	-0.985766	0.811201	0.0001	5
2.539	0.99864	1.00076	-0.986852	0.811122	0.0001	5
2.54	0.99864	1.00076	-0.987937	0.811042	0.0001	5
2.541	0.998639	1.00076	-0.989022	0.810962	0.0001	5
2.542	0.998639	1.00076	-0.990106	0.810882	0.0001	5
2.543	0.998638	1.00076	-0.99119	0.810802	0.0001	5
2.544	0.998638	1.00077	-0.992273	0.810722	0.0001	5
2.545	0.998637	1.00077	-0.993356	0.810643	0.0001	5
2.546	0.998637	1.00077	-0.994438	0.810563	0.0001	5
2.547	0.998636	1.00077	-0.99552	0.810483	0.0001	5
2.548	0.998636	1.00077	-0.996601	0.810403	0.0001	5
2.549	0.998635	1.00077	-0.997681	0.810324	0.0001	5
2.55	0.998635	1.00077	-0.998761	0.810244	0.0001	5
2.551	0.998634	1.00077	-0.999841	0.810164	0.0001	5
2.552	0.998633	1.00077	-1.00092	0.810084	0.0001	5
2.553	0.998633	1.00077	-1.002	0.810005	0.0001	5
2.554	0.998632	1.00077	-1.00308	0.809925	0.0001	5
2.555	0.998632	1.00077	-1.00415	0.809845	0.0001	5
2.556	0.998631	1.00077	-1.00523	0.809766	0.0001	5
2.557	0.998631	1.00077	-1.00631	0.809686	0.0001	5
2.558	0.99863	1.00077	-1.00738	0.809606	0.0001	5
2.559	0.99863	1.00077	-1.00846	0.809527	0.0001	5
2.56	0.998629	1.00077	-1.00953	0.809447	0.0001	5
2.561	0.998629	1.00077	-1.01061	0.809367	0.0001	5
2.562	0.998628	1.00077	-1.01168	0.809288	0.0001	5
2.563	0.998628	1.00077	-1.01276	0.809208	0.0001	5
2.564	0.998627	1.00077	-1.01383	0.809128	0.0001	5
2.565	0.998627	1.00077	-1.0149	0.809049	0.0001	5
2.566	0.998626	1.00077	-1.01597	0.808969	0.0001	5
2.567	0.998625	1.00077	-1.01704	0.80889	0.0001	5
2.568	0.998625	1.00077	-1.01812	0.80881	0.0001	5
2.569	0.998624	1.00077	-1.01919	0.80873	0.0001	5
2.57	0.998624	1.00077	-1.02026	0.808651	0.0001	5
2.571	0.998623	1.00077	-1.02133	0.808571	0.0001	5
2.572	0.998623	1.00077	-1.02239	0.808492	0.0001	5
2.573	0.998622	1.00077	-1.02346	0.808412	0.0001	5
2.574	0.998622	1.00077	-1.02453	0.808333	0.0001	5
2.575	0.998621	1.00077	-1.0256	0.808253	0.0001	5
2.576	0.998621	1.00077	-1.02666	0.808174	0.0001	5
2.577	0.99862	1.00078	-1.02773	0.808094	0.0001	5
2.578	0.99862	1.00078	-1.0288	0.808015	0.0001	5
2.579	0.998619	1.00078	-1.02986	0.807935	0.0001	5
2.58	0.998619	1.00078	-1.03093	0.807856	0.0001	5
2.581	0.998618	1.00078	-1.03199	0.807776	0.0001	5
2.582	0.998617	1.00078	-1.03305	0.807697	0.0001	5
2.583	0.998617	1.00078	-1.03412	0.807617	0.0001	5
2.584	0.998616	1.00078	-1.03518	0.807538	0.0001	5
2.585	0.998616	1.00078	-1.03624	0.807459	0.0001	5
2.586	0.998615	1.00078	-1.0373	0.807379	0.0001	5
2.587	0.998615	1.00078	-1.03837	0.8073	0.0001	5
2.588	0.998614	1.00078	-1.03943	0.80722	0.0001	5
2.589	0.998614	1.00078	-1.04049	0.807141	0.0001	5
2.59	0.998613	1.00078	-1.04155	0.807062	0.0001	5
2.591	0.998613	1.00078	-1.0426	0.806982	0.0001	5
2.592	0.998612	1.00078	-1.04366	0.806903	0.0001	5
2.593	0.998612	1.00078	-1.04472	0.806824	0.0001	5
2.594	0.998611	1.00078	-1.04578	0.806744	0.0001	5
2.595	0.99861	1.00078	-1.04684	0.806665	0.0001	5
2.596	0.99861	1.00078	-1.04789	0.806586	0.0001	5
2.597	0.998609	1.00078	-1.04895	0.806506	0.0001	5
2.598	0.998609	1.00078	-1.05	0.806427	0.0001	5
2.599	0.998608	1.00078	-1.05106	0.806348	0.0001	5
2.6	0.998608	1.00078	-1.05211	0.806268	0.0001	5
2.601	0.998607	1.00078	-1.05317	0.806189	0.0001	5
2.602	0.998607	1.00078	-1.05422	0.80611	0.0001	5
2.603	0.998606	1.00078	-1.05527	0.806031	0.0001	5
2.604	0.998606	1.00078	-1.05633	0.805951	0.0001	5
2.605	0.998605	1.00078	-1.05738	0.805872	0.0001	5
2.606	0.998605	1.00078	-1.05843	0.805793	0.0001	5
2.607	0.998604	1.00078	-1.05948	0.805714	0.0001	5
2.608	0.998604	1.00078	-1.06053	0.805634	0.0001	5
2.609	0.998603	1.00078	-1.06158	0.805555	0.0001	5
2.61	0.998602	1.00078	-1.06263	0.805476	0.0001	5
2.611	0.998602	1.00079	-1.06368	0.805397	0.0001	5
2.612	0.998601	1.00079	-1.06473	0.805318	0.0001	5
2.613	0.998601	1.00079	-1.06578	0.805238	0.0001	5
2.614	0.9986	1.00079	-1.06682	0.805159	0.0001	5
2.615	0.9986	1.00079	-1.06787	0.80508	0.0001	5
2.616	0.998599	1.00079	-1.06892	0.805001	0.0001	5
2.617	0.998599	1.00079	-1.06996	0.804922	0.0001	5
2.618	0.998598	1.00079	-1.07101	0.804843	0.0001	5
2.619	0.998598	1.00079	-1.07205	0.804764	0.0001	5
2.62	0.998597	1.00079	-1.0731	0.804685	0.0001	5
2.621	0.998597	1.00079	-1.07414	0.804605	0.0001	5
2.622	0.998596	1.00079	-1.07518	0.804526	0.0001	5
2.623	0.998595	1.00079	-1.07623	0.804447	0.0001	5
2.624	0.998595	1.00079	-1.07727	0.804368	0.0001	5
2.625	0.998594	1.00079	-1.07831	0.804289	0.0001	5
2.626	0.998594	1.00079	-1.07935	0.80421	0.0001	5
2.627	0.998593	1.00079	-1.08039	0.804131	0.0001	5
2.628	0.998593	1.00079	-1.08143	0.804052	0.0001	5
2.629	0.998592	1.00079	-1.08247	0.803973	0.0001	5
2.63	0.998592	1.00079	-1.08351	0.803894	0.0001	5
2.631	0.998591	1.00079	-1.08455	0.803815	0.0001	5
2.632	0.998591	1.00079	-1.08559	0.803736	0.0001	5
2.633	0.99859	1.00079	-1.08663	0.803657	0.0001	5
2.634	0.99859	1.00079	-1.08767	0.803578	0.0001	5
2.635	0.998589	1.00079	-1.0887	0.803499	0.0001	5
2.636	0.998589	1.00079	-1.08974	0.80342	0.0001	5
2.637	0.998588	1.00079	-1.09077	0.803341	0.0001	5
2.638	0.998587	1.00079	-1.09181	0.803262	0.0001	5
2.639	0.998587	1.00079	-1.09284	0.803183	0.0001	5
2.64	0.998586	1.00079	-1.09388	0.803104	0.0001	5
2.641	0.998586	1.00079	-1.09491	0.803025	0.0001	5
2.642	0.998585	1.00079	-1.09594	0.802947	0.0001	5
2.643	0.998585	1.00079	-1.09698	0.802868	0.0001	5
2.644	0.998584	1.0008	-1.09801	0.802789	0.0001	5
2.645	0.998584	1.0008	-1.09904	0.80271	0.0001	5
2.646	0.998583	1.0008	-1.10007	0.802631	0.0001	5
2.647	0.998583	1.0008	-1.1011	0.802552	0.0001	5
2.648	0.998582	1.0008	-1.10213	0.802473	0.0001	5
2.649	0.998582	1.0008	-1.10316	0.802395	0.0001	5
2.65	0.998581	1.0008	-1.10419	0.802316	0.0001	5
2.651	0.99858	1.0008	-1.10522	0.802237	0.0001	5
2.652	0.99858	1.0008	-1.10625	0.802158	0.0001	5
2.653	0.998579	1.0008	-1.10728	0.802079	0.0001	5
2.654	0.998579	1.0008	-1.1083	0.802	0.0001	5
2.655	0.998578	1.0008	-1.10933	0.801922	0.0001	5
2.656	0.998578	1.0008	-1.11036	0.801843	0.0001	5
2.657	0.998577	1.0008	-1.11138	0.801764	0.0001	5
2.658	0.998577	1.0008	-1.11241	0.801685	0.0001	5
2.659	0.998576	1.0008	-1.11343	0.801607	0.0001	5
2.66	0.998576	1.0008	-1.11446	0.801528	0.0001	5
2.661	0.998575	1.0008	-1.11548	0.801449	0.0001	5
2.662	0.998575	1.0008	-1.1165	0.80137	0.0001	5
2.663	0.998574	1.0008	-1.11753	0.801292	0.0001	5
2.664	0.998574	1.0008	-1.11855	0.801213	0.0001	5
2.665	0.998573	1.0008	-1.11957	0.801134	0.0001	5
2.666	0.998572	1.0008	-1.12059	0.801056	0.0001	5
2.667	0.998572	1.0008	-1.12161	0.800977	0.0001	5
2.668	0.998571	1.0008	-1.12263	0.800898	0.0001	5
2.669	0.998571	1.0008	-1.12365	0.80082	0.0001	5
2.67	0.99857	1.0008	-1.12467	0.800741	0.0001	5
2.671	0.99857	1.0008	-1.12569	0.800662	0.0001	5
2.672	0.998569	1.0008	-1.12671	0.800584	0.0001	5
2.673	0.998569	1.0008	-1.12772	0.800505	0.0001	5
2.674	0.998568	1.0008	-1.12874	0.800426	0.0001	5
2.675	0.998568	1.0008	-1.12976	0.800348	0.0001	5
2.676	0.998567	1.0008	-1.13077	0.800269	0.0001	5
2.677	0.998567	1.00081	-1.13179	0.800191	0.0001	5
2.678	0.998566	1.00081	-1.13281	0.800112	0.0001	5
2.679	0.998565	1.00081	-1.13382	0.800034	0.0001	5
2.68	0.998565	1.00081	-1.13483	0.799955	0.0001	5
2.681	0.998564	1.00081	-1.13585	0.799876	0.0001	5
2.682	0.998564	1.00081	-1.13686	0.799798	0.0001	5
2.683	0.998563	1.00081	-1.13787	0.799719	0.0001	5
2.684	0.998563	1.00081	-1.13889	0.799641	0.0001	5
2.685	0.998562	1.00081	-1.1399	0.799562	0.0001	5
2.686	0.998562	1.00081	-1.14091	0.799484	0.0001	5
2.687	0.998561	1.00081	-1.14192	0.799405	0.0001	5
2.688	0.998561	1.00081	-1.14293	0.799327	0.0001	5
2.689	0.99856	1.00081	-1.14394	0.799248	0.0001	5
2.69	0.99856	1.00081	-1.14495	0.79917	0.0001	5
2.691	0.998559	1.00081	-1.14596	0.799091	0.0001	5
2.692	0.998559	1.00081	-1.14696	0.799013	0.0001	5
2.693	0.998558	1.00081	-1.14797	0.798934	0.0001	5
2.694	0.998557	1.00081	-1.14898	0.798856	0.0001	5
2.695	0.998557	1.00081	-1.14999	0.798778	0.0001	5
2.696	0.998556	1.00081	-1.15099	0.798699	0.0001	5
2.697	0.998556	1.00081	-1.152	0.798621	0.0001	5
2.698	0.998555	1.00081	-1.153	0.798542	0.0001	5
2.699	0.998555	1.00081	-1.15401	0.798464	0.0001	5
2.7	0.998554	1.00081	-1.15501	0.798386	0.0001	5
2.701	0.998554	1.00081	-1.15601	0.798307	0.0001	5
2.702	0.998553	1.00081	-1.15702	0.798229	0.0001	5
2.703	0.998553	1.00081	-1.15802	0.798151	0.0001	5
2.704	0.998552	1.00081	-1.15902	0.798072	0.0001	5
2.705	0.998552	1.00081	-1.16002	0.797994	0.0001	5
2.706	0.998551	1.00081	-1.16102	0.797916	0.0001	5
2.707	0.998551	1.00081	-1.16203	0.797837	0.0001	5
2.708	0.99855	1.00081	-1.16303	0.797759	0.0001	5
2.709	0.998549	1.00081	-1.16403	0.797681	0.0001	5
2.71	0.998549	1.00081	-1.16502	0.797602	0.0001	5
2.711	0.998548	1.00082	-1.16602	0.797524	0.0001	5
2.712	0.998548	1.00082	-1.16702	0.797446	0.0001	5
2.713	0.998547	1.00082	-1.16802	0.797367	0.0001	5
2.714	0.998547	1.00082	-1.16902	0.797289	0.0001	5
2.715	0.998546	1.00082	-1.17001	0.797211	0.0001	5
2.716	0.998546	1.00082	-1.17101	0.797133	0.0001	5
2.717	0.998545	1.00082	-1.172	0.797055	0.0001	5
2.718	0.998545	1.00082	-1.173	0.796976	0.0001	5
2.719	0.998544	1.00082	-1.17399	0.796898	0.0001	5
2.72	0.998544	1.00082	-1.17499	0.79682	0.0001	5
2.721	0.998543	1.00082	-1.17598	0.796742	0.0001	5
2.722	0.998542	1.00082	-1.17697	0.796663	0.0001	5
2.723	0.998542	1.00082	-1.17797	0.796585	0.0001	5
2.724	0.998541	1.00082	-1.17896	0.796507	0.0001	5
2.725	0.998541	1.00082	-1.17995	0.796429	0.0001	5
2.726	0.99854	1.00082	-1.18094	0.796351	0.0001	5
2.727	0.99854	1.00082	-1.18193	0.796273	0.0001	5
2.728	0.998539	1.00082	-1.18292	0.796195	0.0001	5
2.729	0.998539	1.00082	-1.18391	0.796116	0.0001	5
2.73	0.998538	1.00082	-1.1849	0.796038	0.0001	5
2.731	0.998538	1.00082	-1.18589	0.79596	0.0001	5
2.732	0.998537	1.00082	-1.18688	0.795882	0.0001	5
2.733	0.998537	1.00082	-1.18787	0.795804	0.0001	5
2.734	0.998536	1.00082	-1.18885	0.795726	0.0001	5
2.735	0.998536	1.00082	-1.18984	0.795648	0.0001	5
2.736	0.998535	1.00082	-1.19083	0.79557	0.0001	5
2.737	0.998534	1.00082	-1.19181	0.795492	0.0001	5
2.738	0.998534	1.00082	-1.1928	0.795414	0.0001	5
2.739	0.998533	1.00082	-1.19378	0.795336	0.0001	5
2.74	0.998533	1.00082	-1.19477	0.795258	0.0001	5
2.741	0.998532	1.00082	-1.19575	0.79518	0.0001	5
2.742	0.998532	1.00082	-1.19673	0.795102	0.0001	5
2.743	0.998531	1.00082	-1.19772	0.795024	0.0001	5
2.744	0.998531	1.00083	-1.1987	0.794946	0.0001	5
2.745	0.99853	1.00083	-1.19968	0.794868	0.0001	5
2.746	0.99853	1.00083	-1.20066	0.79479	0.0001	5
2.747	0.998529	1.00083	-1.20164	0.794712	0.0001	5
2.748	0.998529	1.00083	-1.20262	0.794634	0.0001	5
2.749	0.998528	1.00083	-1.2036	0.794556	0.0001	5
2.75	0.998527	1.00083	-1.20458	0.794478	0.0001	5
2.751	0.998527	1.00083	-1.20556	0.7944	0.0001	5
2.752	0.998526	1.00083	-1.20654	0.794322	0.0001	5
2.753	0.998526	1.00083	-1.20752	0.794244	0.0001	5
2.754	0.998525	1.00083	-1.20849	0.794166	0.0001	5
2.755	0.998525	1.00083	-1.20947	0.794088	0.0001	5
2.756	0.998524	1.00083	-1.21045	0.794011	0.0001	5
2.757	0.998524	1.00083	-1.21142	0.793933	0.0001	5
2.758	0.998523	1.00083	-1.2124	0.793855	0.0001	5
2.759	0.998523	1.00083	-1.21337	0.793777	0.0001	5
2.76	0.998522	1.00083	-1.21435	0.793699	0.0001	5
2.761	0.998522	1.00083	-1.21532	0.793621	0.0001	5
2.762	0.998521	1.00083	-1.21629	0.793543	0.0001	5
2.763	0.998521	1.00083	-1.21727	0.793466	0.0001	5
2.764	0.99852	1.00083	-1.21824	0.793388	0.0001	5
2.765	0.998519	1.00083	-1.21921	0.79331	0.0001	5
2.766	0.998519	1.00083	-1.22018	0.793232	0.0001	5
2.767	0.998518	1.00083	-1.22115	0.793154	0.0001	5
2.768	0.998518	1.00083	-1.22212	0.793077	0.0001	5
2.769	0.998517	1.00083	-1.22309	0.792999	0.0001	5
2.77	0.998517	1.00083	-1.22406	0.792921	0.0001	5
2.771	0.998516	1.00083	-1.22503	0.792843	0.0001	5
2.772	0.998516	1.00083	-1.226	0.792766	0.0001	5
2.773	0.998515	1.00083	-1.22697	0.792688	0.0001	5
2.774	0.998515	1.00083	-1.22794	0.79261	0.0001	5
2.775	0.998514	1.00083	-1.2289	0.792532	0.0001	5
2.776	0.998514	1.00083	-1.22987	0.792455	0.0001	5
2.777	0.998513	1.00083	-1.23083	0.792377	0.0001	5
2.778	0.998512	1.00084	-1.2318	0.792299	0.0001	5
2.779	0.998512	1.00084	-1.23277	0.792222	0.0001	5
2.78	0.998511	1.00084	-1.23373	0.792144	0.0001	5
2.781	0.998511	1.00084	-1.23469	0.792066	0.0001	5
2.782	0.99851	1.00084	-1.23566	0.791989	0.0001	5
2.783	0.99851	1.00084	-1.23662	0.791911	0.0001	5
2.784	0.998509	1.00084	-1.23758	0.791833	0.0001	5
2.785	0.998509	1.00084	-1.23854	0.791756	0.0001	5
2.786	0.998508	1.00084	-1.23951	0.791678	0.0001	5
2.787	0.998508	1.00084	-1.24047	0.791601	0.0001	5
2.788	0.998507	1.00084	-1.24143	0.791523	0.0001	5
2.789	0.998507	1.00084	-1.24239	0.791445	0.0001	5
2.79	0.998506	1.00084	-1.24335	0.791368	0.0001	5
2.791	0.998506	1.00084	-1.24431	0.79129	0.0001	5
2.792	0.998505	1.00084	-1.24526	0.791213	0.0001	5
2.793	0.998504	1.00084	-1.24622	0.791135	0.0001	5
2.794	0.998504	1.00084	-1.24718	0.791058	0.0001	5
2.795	0.998503	1.00084	-1.24814	0.79098	0.0001	5
2.796	0.998503	1.00084	-1.24909	0.790902	0.0001	5
2.797	0.998502	1.00084	-1.25005	0.790825	0.0001	5
2.798	0.998502	1.00084	-1.25101	0.790747	0.0001	5
2.799	0.998501	1.00084	-1.25196	0.79067	0.0001	5
2.8	0.998501	1.00084	-1.25292	0.790592	0.0001	5
2.801	0.9985	1.00084	-1.25387	0.790515	0.0001	5
2.802	0.9985	1.00084	-1.25482	0.790437	0.0001	5
2.803	0.998499	1.00084	-1.25578	0.79036	0.0001	5
2.804	0.998499	1.00084	-1.25673	0.790283	0.0001	5
2.805	0.998498	1.00084	-1.25768	0.790205	0.0001	5
2.806	0.998497	1.00084	-1.25863	0.790128	0.0001	5
2.807	0.998497	1.00084	-1.25958	0.79005	0.0001	5
2.808	0.998496	1.00084	-1.26054	0.789973	0.0001	5
2.809	0.998496	1.00084	-1.26149	0.789895	0.0001	5
2.81	0.998495	1.00084	-1.26244	0.789818	0.0001	5
2.811	0.998495	1.00085	-1.26338	0.789741	0.0001	5
2.812	0.998494	1.00085	-1.26433	0.789663	0.0001	5
2.813	0.998494	1.00085	-1.26528	0.789586	0.0001	5
2.814	0.998493	1.00085	-1.26623	0.789508	0.0001	5
2.815	0.998493	1.00085	-1.26718	0.789431	0.0001	5
2.816	0.998492	1.00085	-1.26812	0.789354	0.0001	5
2.817	0.998492	1.00085	-1.26907	0.789276	0.0001	5
2.818	0.998491	1.00085	-1.27002	0.789199	0.0001	5
2.819	0.998491	1.00085	-1.27096	0.789122	0.0001	5
2.82	0.99849	1.00085	-1.27191	0.789044	0.0001	5
2.821	0.998489	1.00085	-1.27285	0.788967	0.0001	5
2.822	0.998489	1.00085	-1.27379	0.78889	0.0001	5
2.823	0.998488	1.00085	-1.27474	0.788812	0.0001	5
2.824	0.998488	1.00085	-1.27568	0.788735	0.0001	5
2.825	0.998487	1.00085	-1.27662	0.788658	0.0001	5
2.826	0.998487	1.00085	-1.27757	0.788581	0.0001	5
2.827	0.998486	1.00085	-1.27851	0.788503	0.0001	5
2.828	0.998486	1.00085	-1.27945	0.788426	0.0001	5
2.829	0.998485	1.00085	-1.28039	0.788349	0.0001	5
2.83	0.998485	1.00085	-1.28133	0.788272	0.0001	5
2.831	0.998484	1.00085	-1.28227	0.788194	0.0001	5
2.832	0.998484	1.00085	-1.28321	0.788117	0.0001	5
2.833	0.998483	1.00085	-1.28415	0.78804	0.0001	5
2.834	0.998483	1.00085	-1.28508	0.787963	0.0001	5
2.835	0.998482	1.00085	-1.28602	0.787886	0.0001	5
2.836	0.998481	1.00085	-1.28696	0.787808	0.0001	5
2.837	0.998481	1.00085	-1.2879	0.787731	0.0001	5
2.838	0.99848	1.00085	-1.28883	0.787654	0.0001	5
2.839	0.99848	1.00085	-1.28977	0.787577	0.0001	5
2.84	0.998479	1.00085	-1.2907	0.7875	0.0001	5
2.841	0.998479	1.00085	-1.29164	0.787423	0.0001	5
2.842	0.998478	1.00085	-1.29257	0.787346	0.0001	5
2.843	0.998478	1.00085	-1.2935	0.787268	0.0001	5
2.844	0.998477	1.00086	-1.29444	0.787191	0.0001	5
2.845	0.998477	1.00086	-1.29537	0.787114	0.0001	5
2.846	0.998476	1.00086	-1.2963	0.787037	0.0001	5
2.847	0.998476	1.00086	-1.29723	0.78696	0.0001	5
2.848	0.998475	1.00086	-1.29817	0.786883	0.0001	5
2.849	0.998474	1.00086	-1.2991	0.786806	0.0001	5
2.85	0.998474	1.00086	-1.30003	0.786729	0.0001	5
2.851	0.998473	1.00086	-1.30096	0.786652	0.0001	5
2.852	0.998473	1.00086	-1.30189	0.786575	0.0001	5
2.853	0.998472	1.00086	-1.30282	0.786498	0.0001	5
2.854	0.998472	1.00086	-1.30374	0.786421	0.0001	5
2.855	0.998471	1.00086	-1.30467	0.786344	0.0001	5
2.856	0.998471	1.00086	-1.3056	0.786267	0.0001	5
2.857	0.99847	1.00086	-1.30653	0.78619	0.0001	5
2.858	0.99847	1.00086	-1.30745	0.786113	0.0001	5
2.859	0.998469	1.00086	-1.30838	0.786036	0.0001	5
2.86	0.998469	1.00086	-1.3093	0.785959	0.0001	5
2.861	0.998468	1.00086	-1.31023	0.785882	0.0001	5
2.862	0.998468	1.00086	-1.31115	0.785805	0.0001	5
2.863	0.998467	1.00086	-1.31208	0.785728	0.0001	5
2.864	0.998466	1.00086	-1.313	0.785651	0.0001	5
2.865	0.998466	1.00086	-1.31392	0.785574	0.0001	5
2.866	0.998465	1.00086	-1.31485	0.785497	0.0001	5
2.867	0.998465	1.00086	-1.31577	0.78542	0.0001	5
2.868	0.998464	1.00086	-1.31669	0.785343	0.0001	5
2.869	0.998464	1.00086	-1.31761	0.785266	0.0001	5
2.87	0.998463	1.00086	-1.31853	0.78519	0.0001	5
2.871	0.998463	1.00086	-1.31945	0.785113	0.0001	5
2.872	0.998462	1.00086	-1.32037	0.785036	0.0001	5
2.873	0.998462	1.00086	-1.32129	0.784959	0.0001	5
2.874	0.998461	1.00086	-1.32221	0.784882	0.0001	5
2.875	0.998461	1.00086	-1.32313	0.784805	0.0001	5
2.876	0.99846	1.00086	-1.32405	0.784728	0.0001	5
2.877	0.998459	1.00086	-1.32496	0.784652	0.0001	5
2.878	0.998459	1.00087	-1.32588	0.784575	0.0001	5
2.879	0.998458	1.00087	-1.3268	0.784498	0.0001	5
2.88	0.998458	1.00087	-1.32771	0.784421	0.0001	5
2.881	0.998457	1.00087	-1.32863	0.784344	0.0001	5
2.882	0.998457	1.00087	-1.32954	0.784268	0.0001	5
2.883	0.998456	1.00087	-1.33046	0.784191	0.0001	5
2.884	0.998456	1.00087	-1.33137	0.784114	0.0001	5
2.885	0.998455	1.00087	-1.33228	0.784037	0.0001	5
2.886	0.998455	1.00087	-1.3332	0.783961	0.0001	5
2.887	0.998454	1.00087	-1.33411	0.783884	0.0001	5
2.888	0.998454	1.00087	-1.33502	0.783807	0.0001	5
2.889	0.998453	1.00087	-1.33593	0.78373	0.0001	5
2.89	0.998453	1.00087	-1.33684	0.783654	0.0001	5
2.891	0.998452	1.00087	-1.33775	0.783577	0.0001	5
2.892	0.998451	1.00087	-1.33866	0.7835	0.0001	5
2.893	0.998451	1.00087	-1.33957	0.783424	0.0001	5
2.894	0.99845	1.00087	-1.34048	0.783347	0.0001	5
2.895	0.99845	1.00087	-1.34139	0.78327	0.0001	5
2.896	0.998449	1.00087	-1.3423	0.783194	0.0001	5
2.897	0.998449	1.00087	-1.34321	0.783117	0.0001	5
2.898	0.998448	1.00087	-1.34411	0.78304	0.0001	5
2.899	0.998448	1.00087	-1.34502	0.782964	0.0001	5
2.9	0.998447	1.00087	-1.34593	0.782887	0.0001	5
2.901	0.998447	1.00087	-1.34683	0.78281	0.0001	5
2.902	0.998446	1.00087	-1.34774	0.782734	0.0001	5
2.903	0.998446	1.00087	-1.34864	0.782657	0.0001	5
2.904	0.998445	1.00087	-1.34955	0.782581	0.0001	5
2.905	0.998444	1.00087	-1.35045	0.782504	0.0001	5
2.906	0.998444	1.00087	-1.35135	0.782427	0.0001	5
2.907	0.998443	1.00087	-1.35226	0.782351	0.0001	5
2.908	0.998443	1.00087	-1.35316	0.782274	0.0001	5
2.909	0.998442	1.00087	-1.35406	0.782198	0.0001	5
2.91	0.998442	1.00087	-1.35496	0.782121	0.0001	5
2.911	0.998441	1.00088	-1.35586	0.782045	0.0001	5
2.912	0.998441	1.00088	-1.35676	0.781968	0.0001	5
2.913	0.99844	1.00088	-1.35766	0.781892	0.0001	5
2.914	0.99844	1.00088	-1.35856	0.781815	0.0001	5
